Geography,Financial Year,Budget Phase,Class,Service Name,Total
EC101,2018/19,Original Budget,Middle Income Range,Property rates,433.83
EC101,2018/19,Adjusted Budget,Middle Income Range,Property rates,433.83
EC101,2019/20,Budget Year,Middle Income Range,Property rates,359.57
EC101,2020/21,Budget Year,Middle Income Range,Property rates,381.14
EC101,2021/22,Budget Year,Middle Income Range,Property rates,404.01
EC101,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
EC101,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
EC101,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
EC101,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,224.19
EC101,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,224.19
EC101,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,257.82
EC101,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,273.29
EC101,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,289.68
EC101,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,
EC101,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,
EC101,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,
EC101,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1502.0
EC101,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1502.0
EC101,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1727.3
EC101,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1830.94
EC101,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,1940.79
EC101,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
EC101,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,
EC101,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,
EC101,2018/19,Original Budget,Middle Income Range,Water: Basic levy,44.37
EC101,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,44.37
EC101,2019/20,Budget Year,Middle Income Range,Water: Basic levy,47.03
EC101,2020/21,Budget Year,Middle Income Range,Water: Basic levy,49.85
EC101,2021/22,Budget Year,Middle Income Range,Water: Basic levy,52.84
EC101,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,
EC101,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,
EC101,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,
EC101,2018/19,Original Budget,Middle Income Range,Water: Consumption,186.1
EC101,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,186.1
EC101,2019/20,Budget Year,Middle Income Range,Water: Consumption,281.2
EC101,2020/21,Budget Year,Middle Income Range,Water: Consumption,298.07
EC101,2021/22,Budget Year,Middle Income Range,Water: Consumption,315.96
EC101,2015/16,Audited Outcome,Middle Income Range,Sanitation,
EC101,2016/17,Audited Outcome,Middle Income Range,Sanitation,
EC101,2017/18,Audited Outcome,Middle Income Range,Sanitation,
EC101,2018/19,Original Budget,Middle Income Range,Sanitation,83.03
EC101,2018/19,Adjusted Budget,Middle Income Range,Sanitation,83.03
EC101,2019/20,Budget Year,Middle Income Range,Sanitation,115.73
EC101,2020/21,Budget Year,Middle Income Range,Sanitation,122.67
EC101,2021/22,Budget Year,Middle Income Range,Sanitation,130.03
EC101,2015/16,Audited Outcome,Middle Income Range,Refuse removal,
EC101,2016/17,Audited Outcome,Middle Income Range,Refuse removal,
EC101,2017/18,Audited Outcome,Middle Income Range,Refuse removal,
EC101,2018/19,Original Budget,Middle Income Range,Refuse removal,82.82
EC101,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,82.82
EC101,2019/20,Budget Year,Middle Income Range,Refuse removal,118.78
EC101,2020/21,Budget Year,Middle Income Range,Refuse removal,125.91
EC101,2021/22,Budget Year,Middle Income Range,Refuse removal,133.46
EC101,2015/16,Audited Outcome,Middle Income Range,Other,
EC101,2016/17,Audited Outcome,Middle Income Range,Other,
EC101,2017/18,Audited Outcome,Middle Income Range,Other,
EC101,2018/19,Original Budget,Middle Income Range,Other,
EC101,2018/19,Adjusted Budget,Middle Income Range,Other,
EC101,2019/20,Budget Year,Middle Income Range,Other,
EC101,2020/21,Budget Year,Middle Income Range,Other,
EC101,2021/22,Budget Year,Middle Income Range,Other,
EC101,2015/16,Audited Outcome,Affordable Range,Property rates,
EC101,2016/17,Audited Outcome,Affordable Range,Property rates,
EC101,2017/18,Audited Outcome,Affordable Range,Property rates,
EC101,2018/19,Original Budget,Affordable Range,Property rates,370.2
EC101,2018/19,Adjusted Budget,Affordable Range,Property rates,370.2
EC101,2019/20,Budget Year,Affordable Range,Property rates,307.08
EC101,2020/21,Budget Year,Affordable Range,Property rates,325.5
EC101,2021/22,Budget Year,Affordable Range,Property rates,345.03
EC101,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
EC101,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
EC101,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
EC101,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,224.19
EC101,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,224.19
EC101,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,257.82
EC101,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,273.29
EC101,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,289.68
EC101,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,
EC101,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,
EC101,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,
EC101,2018/19,Original Budget,Affordable Range,Electricity: Consumption,637.0
EC101,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,637.0
EC101,2019/20,Budget Year,Affordable Range,Electricity: Consumption,732.55
EC101,2020/21,Budget Year,Affordable Range,Electricity: Consumption,776.5
EC101,2021/22,Budget Year,Affordable Range,Electricity: Consumption,823.09
EC101,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
EC101,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,
EC101,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,
EC101,2018/19,Original Budget,Affordable Range,Water: Basic levy,44.37
EC101,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,44.37
EC101,2019/20,Budget Year,Affordable Range,Water: Basic levy,47.03
EC101,2020/21,Budget Year,Affordable Range,Water: Basic levy,49.85
EC101,2021/22,Budget Year,Affordable Range,Water: Basic levy,52.84
EC101,2015/16,Audited Outcome,Affordable Range,Water: Consumption,
EC101,2016/17,Audited Outcome,Affordable Range,Water: Consumption,
EC101,2017/18,Audited Outcome,Affordable Range,Water: Consumption,
EC101,2018/19,Original Budget,Affordable Range,Water: Consumption,127.65
EC101,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,127.65
EC101,2019/20,Budget Year,Affordable Range,Water: Consumption,222.75
EC101,2020/21,Budget Year,Affordable Range,Water: Consumption,236.12
EC101,2021/22,Budget Year,Affordable Range,Water: Consumption,250.28
EC101,2015/16,Audited Outcome,Affordable Range,Sanitation,
EC101,2016/17,Audited Outcome,Affordable Range,Sanitation,
EC101,2017/18,Audited Outcome,Affordable Range,Sanitation,
EC101,2018/19,Original Budget,Affordable Range,Sanitation,83.03
EC101,2018/19,Adjusted Budget,Affordable Range,Sanitation,83.03
EC101,2019/20,Budget Year,Affordable Range,Sanitation,115.73
EC101,2020/21,Budget Year,Affordable Range,Sanitation,122.67
EC101,2021/22,Budget Year,Affordable Range,Sanitation,130.03
EC101,2015/16,Audited Outcome,Affordable Range,Refuse removal,
EC101,2016/17,Audited Outcome,Affordable Range,Refuse removal,
EC101,2017/18,Audited Outcome,Affordable Range,Refuse removal,
EC101,2018/19,Original Budget,Affordable Range,Refuse removal,82.82
EC101,2018/19,Adjusted Budget,Affordable Range,Refuse removal,82.82
EC101,2019/20,Budget Year,Affordable Range,Refuse removal,118.78
EC101,2020/21,Budget Year,Affordable Range,Refuse removal,125.91
EC101,2021/22,Budget Year,Affordable Range,Refuse removal,133.46
EC101,2015/16,Audited Outcome,Affordable Range,Other,
EC101,2016/17,Audited Outcome,Affordable Range,Other,
EC101,2017/18,Audited Outcome,Affordable Range,Other,
EC101,2018/19,Original Budget,Affordable Range,Other,
EC101,2018/19,Adjusted Budget,Affordable Range,Other,
EC101,2019/20,Budget Year,Affordable Range,Other,
EC101,2020/21,Budget Year,Affordable Range,Other,
EC101,2021/22,Budget Year,Affordable Range,Other,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,300.0
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,333.0
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,333.0
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,382.95
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,405.93
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,430.28
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,70.47
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,70.47
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,173.25
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,183.65
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,194.66
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
EC101,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
EC101,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
EC101,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
EC101,2018/19,Original Budget,Indigent HH receiving FBS,Other,
EC101,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
EC101,2019/20,Budget Year,Indigent HH receiving FBS,Other,
EC101,2020/21,Budget Year,Indigent HH receiving FBS,Other,
EC101,2021/22,Budget Year,Indigent HH receiving FBS,Other,
EC102,2015/16,Audited Outcome,Middle Income Range,Property rates,412.73
EC102,2016/17,Audited Outcome,Middle Income Range,Property rates,454.01
EC102,2017/18,Audited Outcome,Middle Income Range,Property rates,499.41
EC102,2018/19,Original Budget,Middle Income Range,Property rates,549.35
EC102,2018/19,Adjusted Budget,Middle Income Range,Property rates,549.35
EC102,2019/20,Budget Year,Middle Income Range,Property rates,582.31
EC102,2020/21,Budget Year,Middle Income Range,Property rates,617.25
EC102,2021/22,Budget Year,Middle Income Range,Property rates,654.28
EC102,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,130.49
EC102,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,140.46
EC102,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,143.1
EC102,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,152.89
EC102,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,152.89
EC102,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,172.87
EC102,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,183.24
EC102,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,194.24
EC102,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,1355.5
EC102,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,1462.0
EC102,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,1489.49
EC102,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1591.37
EC102,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1591.37
EC102,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1799.36
EC102,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1907.32
EC102,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,2021.76
EC102,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,63.9
EC102,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,69.65
EC102,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,74.11
EC102,2018/19,Original Budget,Middle Income Range,Water: Basic levy,78.55
EC102,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,78.55
EC102,2019/20,Budget Year,Middle Income Range,Water: Basic levy,83.27
EC102,2020/21,Budget Year,Middle Income Range,Water: Basic levy,88.26
EC102,2021/22,Budget Year,Middle Income Range,Water: Basic levy,93.56
EC102,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,167.22
EC102,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,182.27
EC102,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,193.93
EC102,2018/19,Original Budget,Middle Income Range,Water: Consumption,205.57
EC102,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,205.57
EC102,2019/20,Budget Year,Middle Income Range,Water: Consumption,217.9
EC102,2020/21,Budget Year,Middle Income Range,Water: Consumption,230.98
EC102,2021/22,Budget Year,Middle Income Range,Water: Consumption,244.84
EC102,2015/16,Audited Outcome,Middle Income Range,Sanitation,41.39
EC102,2016/17,Audited Outcome,Middle Income Range,Sanitation,45.13
EC102,2017/18,Audited Outcome,Middle Income Range,Sanitation,48.02
EC102,2018/19,Original Budget,Middle Income Range,Sanitation,50.9
EC102,2018/19,Adjusted Budget,Middle Income Range,Sanitation,50.9
EC102,2019/20,Budget Year,Middle Income Range,Sanitation,53.95
EC102,2020/21,Budget Year,Middle Income Range,Sanitation,57.19
EC102,2021/22,Budget Year,Middle Income Range,Sanitation,60.62
EC102,2015/16,Audited Outcome,Middle Income Range,Refuse removal,90.27
EC102,2016/17,Audited Outcome,Middle Income Range,Refuse removal,98.39
EC102,2017/18,Audited Outcome,Middle Income Range,Refuse removal,104.69
EC102,2018/19,Original Budget,Middle Income Range,Refuse removal,104.69
EC102,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,104.69
EC102,2019/20,Budget Year,Middle Income Range,Refuse removal,110.97
EC102,2020/21,Budget Year,Middle Income Range,Refuse removal,117.63
EC102,2021/22,Budget Year,Middle Income Range,Refuse removal,124.69
EC102,2015/16,Audited Outcome,Middle Income Range,Other,
EC102,2016/17,Audited Outcome,Middle Income Range,Other,
EC102,2017/18,Audited Outcome,Middle Income Range,Other,
EC102,2018/19,Original Budget,Middle Income Range,Other,
EC102,2018/19,Adjusted Budget,Middle Income Range,Other,
EC102,2019/20,Budget Year,Middle Income Range,Other,
EC102,2020/21,Budget Year,Middle Income Range,Other,
EC102,2021/22,Budget Year,Middle Income Range,Other,
EC102,2015/16,Audited Outcome,Affordable Range,Property rates,412.73
EC102,2016/17,Audited Outcome,Affordable Range,Property rates,454.01
EC102,2017/18,Audited Outcome,Affordable Range,Property rates,454.01
EC102,2018/19,Original Budget,Affordable Range,Property rates,499.41
EC102,2018/19,Adjusted Budget,Affordable Range,Property rates,499.41
EC102,2019/20,Budget Year,Affordable Range,Property rates,529.37
EC102,2020/21,Budget Year,Affordable Range,Property rates,561.13
