Code,Description,2015/16 AUD,2016/17 AUD,2017/18 AUD,2018/19 OB,2018/19 AB,2019/20 BY,2020/21 BY,2021/22 BY
EC108,VAT on Services,,,,248.33 ,248.33 ,289.03 ,319.62 ,353.72 
EC108,Total large household bill:,,,,"5,686.85 ","5,686.85 ","6,282.63 ","6,822.16 ","7,411.50 "
EC108,% increase/-decrease,,,,,,10.48 ,8.59 ,8.64 
EC108,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC108,Rates and services charges:,,,,,,,,
EC108,Property rates,,,,"1,560.00 ","1,560.00 ","1,677.00 ","1,802.78 ","1,937.98 "
EC108,Electricity: Basic levy,,,,,,,,
EC108,Electricity: Consumption,,,,330.30 ,330.30 ,375.91 ,427.82 ,486.91 
EC108,Water: Basic levy,,,,,,,,
EC108,Water: Consumption,,,,141.76 ,141.76 ,152.39 ,163.82 ,176.11 
EC108,Sanitation,,,,125.79 ,125.79 ,135.85 ,146.72 ,158.46 
EC108,Refuse removal,,,,,,,,
EC108,Other,,,,,,,,
EC108,sub-total,,,,"2,157.85 ","2,157.85 ","2,341.15 ","2,541.14 ","2,759.45 "
EC108,VAT on Services,,,,89.68 ,89.68 ,99.62 ,110.75 ,123.22 
EC108,Total large household bill:,,,,"2,247.52 ","2,247.52 ","2,440.77 ","2,651.89 ","2,882.67 "
EC108,% increase/-decrease,,,,,,8.60 ,8.65 ,8.70 
EC109,Monthly Account for Household - Middle Income Range,,,,,,,,
EC109,Rates and services charges:,,,,,,,,
EC109,Property rates,,,,,,,,
EC109,Electricity: Basic levy,,,,,,,,
EC109,Electricity: Consumption,,,,,,,,
EC109,Water: Basic levy,,,,,,,,
EC109,Water: Consumption,,,,,,,,
EC109,Sanitation,,,,,,,,
EC109,Refuse removal,,,,,,,,
EC109,Other,,,,,,,,
EC109,sub-total,,,,,,,,
EC109,VAT on Services,,,,,,,,
EC109,Total large household bill:,,,,,,,,
EC109,% increase/-decrease,,,,,,,,
EC109,Monthly Account for Household - Affordable Range,,,,,,,,
EC109,Rates and services charges:,,,,,,,,
EC109,Property rates,,,,,,,,
EC109,Electricity: Basic levy,,,,,,,,
EC109,Electricity: Consumption,,,,,,,,
EC109,Water: Basic levy,,,,,,,,
EC109,Water: Consumption,,,,,,,,
EC109,Sanitation,,,,,,,,
EC109,Refuse removal,,,,,,,,
EC109,Other,,,,,,,,
EC109,sub-total,,,,,,,,
EC109,VAT on Services,,,,,,,,
EC109,Total large household bill:,,,,,,,,
EC109,% increase/-decrease,,,,,,,,
EC109,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC109,Rates and services charges:,,,,,,,,
EC109,Property rates,,,,,,"2,868.00 ","2,868.00 ","2,868.00 "
EC109,Electricity: Basic levy,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Electricity: Consumption,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Water: Basic levy,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Water: Consumption,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Sanitation,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Refuse removal,,,,,,"2,468.00 ","2,468.00 ","2,468.00 "
EC109,Other,,,,,,,,
EC109,sub-total,,,,,,"17,676.00 ","17,676.00 ","17,676.00 "
EC109,VAT on Services,,,,,,,,
EC109,Total large household bill:,,,,,,"17,676.00 ","17,676.00 ","17,676.00 "
EC109,% increase/-decrease,,,,,,,,
DC10,Monthly Account for Household - Middle Income Range,,,,,,,,
DC10,Rates and services charges:,,,,,,,,
DC10,Property rates,,,,,,,,
DC10,Electricity: Basic levy,,,,,,,,
DC10,Electricity: Consumption,,,,,,,,
DC10,Water: Basic levy,,,,,,,,
DC10,Water: Consumption,,,,,,,,
DC10,Sanitation,,,,,,,,
DC10,Refuse removal,,,,,,,,
DC10,Other,,,,,,,,
DC10,sub-total,,,,,,,,
DC10,VAT on Services,,,,,,,,
DC10,Total large household bill:,,,,,,,,
DC10,% increase/-decrease,,,,,,,,
DC10,Monthly Account for Household - Affordable Range,,,,,,,,
DC10,Rates and services charges:,,,,,,,,
DC10,Property rates,,,,,,,,
DC10,Electricity: Basic levy,,,,,,,,
DC10,Electricity: Consumption,,,,,,,,
DC10,Water: Basic levy,,,,,,,,
DC10,Water: Consumption,,,,,,,,
DC10,Sanitation,,,,,,,,
DC10,Refuse removal,,,,,,,,
DC10,Other,,,,,,,,
DC10,sub-total,,,,,,,,
DC10,VAT on Services,,,,,,,,
DC10,Total large household bill:,,,,,,,,
DC10,% increase/-decrease,,,,,,,,
DC10,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC10,Rates and services charges:,,,,,,,,
DC10,Property rates,,,,,,,,
DC10,Electricity: Basic levy,,,,,,,,
DC10,Electricity: Consumption,,,,,,,,
DC10,Water: Basic levy,,,,,,,,
DC10,Water: Consumption,,,,,,,,
DC10,Sanitation,,,,,,,,
DC10,Refuse removal,,,,,,,,
DC10,Other,,,,,,,,
DC10,sub-total,,,,,,,,
DC10,VAT on Services,,,,,,,,
DC10,Total large household bill:,,,,,,,,
DC10,% increase/-decrease,,,,,,,,
EC121,Monthly Account for Household - Middle Income Range,,,,,,,,
EC121,Rates and services charges:,,,,,,,,
EC121,Property rates,,,,,,,,
EC121,Electricity: Basic levy,,,,,,,,
EC121,Electricity: Consumption,,,,,,,,
EC121,Water: Basic levy,,,,,,,,
EC121,Water: Consumption,,,,,,,,
EC121,Sanitation,,,,,,,,
EC121,Refuse removal,,,,,,,,
EC121,Other,,,,,,,,
EC121,sub-total,,,,,,,,
EC121,VAT on Services,,,,,,,,
EC121,Total large household bill:,,,,,,,,
EC121,% increase/-decrease,,,,,,,,
EC121,Monthly Account for Household - Affordable Range,,,,,,,,
EC121,Rates and services charges:,,,,,,,,
EC121,Property rates,,,,,,,,
EC121,Electricity: Basic levy,,,,,,,,
EC121,Electricity: Consumption,,,,,,,,
EC121,Water: Basic levy,,,,,,,,
EC121,Water: Consumption,,,,,,,,
EC121,Sanitation,,,,,,,,
EC121,Refuse removal,,,,,,,,
EC121,Other,,,,,,,,
EC121,sub-total,,,,,,,,
EC121,VAT on Services,,,,,,,,
EC121,Total large household bill:,,,,,,,,
EC121,% increase/-decrease,,,,,,,,
EC121,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC121,Rates and services charges:,,,,,,,,
EC121,Property rates,,,,,,,,
EC121,Electricity: Basic levy,,,,,,,,
EC121,Electricity: Consumption,,,,,,,,
EC121,Water: Basic levy,,,,,,,,
EC121,Water: Consumption,,,,,,,,
EC121,Sanitation,,,,,,,,
EC121,Refuse removal,,,,,,,,
EC121,Other,,,,,,,,
EC121,sub-total,,,,,,,,
EC121,VAT on Services,,,,,,,,
EC121,Total large household bill:,,,,,,,,
EC121,% increase/-decrease,,,,,,,,
EC122,Monthly Account for Household - Middle Income Range,,,,,,,,
EC122,Rates and services charges:,,,,,,,,
EC122,Property rates,,,,,,,,
EC122,Electricity: Basic levy,,,,,,,,
EC122,Electricity: Consumption,,,,,,,,
EC122,Water: Basic levy,,,,,,,,
EC122,Water: Consumption,,,,,,,,
EC122,Sanitation,,,,,,,,
EC122,Refuse removal,,,,,,,,
EC122,Other,,,,,,,,
EC122,sub-total,,,,,,,,
EC122,VAT on Services,,,,,,,,
EC122,Total large household bill:,,,,,,,,
EC122,% increase/-decrease,,,,,,,,
EC122,Monthly Account for Household - Affordable Range,,,,,,,,
EC122,Rates and services charges:,,,,,,,,
EC122,Property rates,,,,,,,,
EC122,Electricity: Basic levy,,,,,,,,
EC122,Electricity: Consumption,,,,,,,,
EC122,Water: Basic levy,,,,,,,,
EC122,Water: Consumption,,,,,,,,
EC122,Sanitation,,,,,,,,
EC122,Refuse removal,,,,,,,,
EC122,Other,,,,,,,,
EC122,sub-total,,,,,,,,
EC122,VAT on Services,,,,,,,,
EC122,Total large household bill:,,,,,,,,
EC122,% increase/-decrease,,,,,,,,
EC122,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC122,Rates and services charges:,,,,,,,,
EC122,Property rates,,,,,,,,
EC122,Electricity: Basic levy,,,,,,,,
EC122,Electricity: Consumption,,,,,,,,
EC122,Water: Basic levy,,,,,,,,
EC122,Water: Consumption,,,,,,,,
EC122,Sanitation,,,,,,,,
EC122,Refuse removal,,,,,,,,
EC122,Other,,,,,,,,
EC122,sub-total,,,,,,,,
EC122,VAT on Services,,,,,,,,
EC122,Total large household bill:,,,,,,,,
EC122,% increase/-decrease,,,,,,,,
EC123,Monthly Account for Household - Middle Income Range,,,,,,,,
EC123,Rates and services charges:,,,,,,,,
EC123,Property rates,.01 ,.01 ,.01 ,.01 ,.01 ,.01 ,,
EC123,Electricity: Basic levy,126.20 ,126.20 ,136.45 ,165.91 ,165.91 ,174.54 ,,
EC123,Electricity: Consumption,128.47 ,128.47 ,,,,,,
EC123,Water: Basic levy,,,,,,,,
EC123,Water: Consumption,,,,,,,,
EC123,Sanitation,,,,,,,,
EC123,Refuse removal,120.39 ,120.39 ,135.27 ,142.31 ,142.31 ,149.71 ,,
EC123,Other,,,,,,,,
EC123,sub-total,375.07 ,375.07 ,271.73 ,308.22 ,308.22 ,324.25 ,,
EC123,VAT on Services,,,,,,,,
EC123,Total large household bill:,375.07 ,375.07 ,271.73 ,308.22 ,308.22 ,324.25 ,,
EC123,% increase/-decrease,,,(27.55),13.43 ,,5.20 ,(100.00),
EC123,Monthly Account for Household - Affordable Range,,,,,,,,
EC123,Rates and services charges:,,,,,,,,
EC123,Property rates,124.43 ,124.43 ,,,,,,
EC123,Electricity: Consumption,,,,,,,,
EC123,Water: Basic levy,,,,,,,,
EC123,Water: Consumption,,,,,,,,
EC123,Sanitation,,,,,,,,
EC123,Refuse removal,,,,,,,,
EC123,Other,,,,,,,,
EC123,sub-total,124.43 ,124.43 ,.87 ,,,,,
EC123,VAT on Services,,,,,,,,
EC123,Total large household bill:,124.43 ,124.43 ,.87 ,,,,,
EC123,% increase/-decrease,,,(99.30),(100.00),,,,
EC123,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC123,Rates and services charges:,,,,,,,,
EC123,Property rates,,,,,,,,
EC123,Electricity: Basic levy,,,,,,,,
EC123,Electricity: Consumption,,,,,,,,
EC123,Water: Basic levy,,,,,,,,
EC123,Water: Consumption,,,,,,,,
EC123,Sanitation,,,,,,,,
EC123,Refuse removal,,,,,,,,
EC123,Other,,,,,,,,
EC123,sub-total,,,,,,,,
EC123,VAT on Services,,,,,,,,
EC123,Total large household bill:,,,,,,,,
EC123,% increase/-decrease,,,,,,,,
EC124,Monthly Account for Household - Middle Income Range,,,,,,,,
EC124,Rates and services charges:,,,,,,,,
EC124,Property rates,,,,,,,,
EC124,Electricity: Basic levy,,,,,,,,
EC124,Electricity: Consumption,,,,,,,,
EC124,Water: Basic levy,,,,,,,,
EC124,Water: Consumption,,,,,,,,
EC124,Sanitation,,,,,,,,
EC124,Refuse removal,,,,,,,,
EC124,Other,,,,,,,,
EC124,sub-total,,,,,,,,
EC124,VAT on Services,,,,,,,,
EC124,Total large household bill:,,,,,,,,
EC124,% increase/-decrease,,,,,,,,
EC124,Monthly Account for Household - Affordable Range,,,,,,,,
EC124,Rates and services charges:,,,,,,,,
EC124,Property rates,,,,,,,,
EC124,Electricity: Basic levy,,,,,,,,
EC124,Electricity: Consumption,,,,,,,,
EC124,Water: Basic levy,,,,,,,,
EC124,Water: Consumption,,,,,,,,
EC124,Sanitation,,,,,,,,
EC124,Refuse removal,,,,,,,,
EC124,Other,,,,,,,,
EC124,sub-total,,,,,,,,
EC124,VAT on Services,,,,,,,,
EC124,Total large household bill:,,,,,,,,
EC124,% increase/-decrease,,,,,,,,
EC124,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC124,Rates and services charges:,,,,,,,,
EC124,Property rates,,,,,,,,
EC124,Electricity: Basic levy,,,,,,,,
EC124,Electricity: Consumption,,,,,,,,
EC124,Water: Basic levy,,,,,,,,
EC124,Water: Consumption,,,,,,,,
EC124,Sanitation,,,,,,,,
EC124,Refuse removal,,,,,,,,
EC124,Other,,,,,,,,
EC124,sub-total,,,,,,,,
EC124,VAT on Services,,,,,,,,
EC124,Total large household bill:,,,,,,,,
EC124,% increase/-decrease,,,,,,,,
EC126,Monthly Account for Household - Middle Income Range,,,,,,,,
EC126,Rates and services charges:,,,,,,,,
EC126,Property rates,,,,87.83 ,87.83 ,92.40 ,92.40 ,92.40 
EC126,Electricity: Basic levy,,,,,,,,
EC126,Electricity: Consumption,,,,,,,,
EC126,Water: Basic levy,,,,,,,,
EC126,Water: Consumption,,,,,,,,
EC126,Sanitation,,,,,,,,
EC126,Refuse removal,,,,93.24 ,93.24 ,98.09 ,98.09 ,98.09 
EC126,Other,,,,,,,,
EC126,sub-total,,,,181.07 ,181.07 ,190.49 ,190.49 ,190.49 
EC126,VAT on Services,,,,,,,,
EC126,Total large household bill:,,,,181.07 ,181.07 ,190.49 ,190.49 ,190.49 
EC126,% increase/-decrease,,,,,,5.20 ,,
EC126,Monthly Account for Household - Affordable Range,,,,,,,,
EC126,Rates and services charges:,,,,,,,,
EC126,Property rates,,,,"1,421.00 ","1,497.73 ","1,494.89 ","1,575.62 ","1,662.28 "
EC126,Electricity: Basic levy,,,,,,,,
EC126,Electricity: Consumption,,,,,,,,
EC126,Water: Basic levy,,,,,,,,
EC126,Water: Consumption,,,,,,,,
EC126,Sanitation,,,,,,,,
EC126,Refuse removal,,,,93.24 ,98.28 ,97.99 ,103.39 ,109.08 
EC126,Other,,,,,,,,
EC126,sub-total,,,,"1,514.24 ","1,596.01 ","1,592.89 ","1,679.00 ","1,771.35 "
EC126,VAT on Services,,,,,,,,
EC126,Total large household bill:,,,,"1,514.24 ","1,596.01 ","1,592.89 ","1,679.00 ","1,771.35 "
EC126,% increase/-decrease,,,,,5.40 ,(5.40),5.41 ,5.50 
EC126,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC126,Rates and services charges:,,,,,,,,
EC126,Property rates,,,,,,,,
EC126,Electricity: Basic levy,,,,,,,,
EC126,Electricity: Consumption,,,,,,,,
EC126,Water: Basic levy,,,,,,,,
EC126,Water: Consumption,,,,,,,,
EC126,Sanitation,,,,,,,,
EC126,Refuse removal,,,,,,,,
EC126,Other,,,,,,,,
EC126,sub-total,,,,,,,,
EC126,VAT on Services,,,,,,,,
EC126,Total large household bill:,,,,,,,,
EC126,% increase/-decrease,,,,,,,,
EC129,Monthly Account for Household - Middle Income Range,,,,,,,,
EC129,Rates and services charges:,,,,,,,,
EC129,Property rates,,,,,,,,
EC129,Electricity: Basic levy,,,,,,,,
EC129,Electricity: Consumption,,,,,,,,
EC129,Water: Basic levy,,,,,,,,
EC129,Water: Consumption,,,,,,,,
EC129,Sanitation,,,,,,,,
EC129,Refuse removal,,,,,,,,
EC129,Other,,,,,,,,
EC129,sub-total,,,,,,,,
EC129,VAT on Services,,,,,,,,
EC129,Total large household bill:,,,,,,,,
EC129,% increase/-decrease,,,,,,,,
EC129,Monthly Account for Household - Affordable Range,,,,,,,,
EC129,Rates and services charges:,,,,,,,,
EC129,Property rates,,,,,,,,
EC129,Electricity: Basic levy,,,,,,,,
EC129,Electricity: Consumption,,,,,,,,
EC129,Water: Basic levy,,,,,,,,
EC129,Water: Consumption,,,,,,,,
EC129,Sanitation,,,,,,,,
EC129,Refuse removal,,,,,,,,
EC129,Other,,,,,,,,
EC129,sub-total,,,,,,,,
EC129,VAT on Services,,,,,,,,
EC129,Total large household bill:,,,,,,,,
EC129,% increase/-decrease,,,,,,,,
EC129,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC129,Rates and services charges:,,,,,,,,
EC129,Property rates,,,,,,,,
EC129,Electricity: Basic levy,,,,,,,,
EC129,Electricity: Consumption,,,,,,,,
EC129,Water: Basic levy,,,,,,,,
EC129,Water: Consumption,,,,,,,,
EC129,Sanitation,,,,,,,,
EC129,Refuse removal,,,,,,,,
EC129,Other,,,,,,,,
EC129,sub-total,,,,,,,,
EC129,VAT on Services,,,,,,,,
EC129,Total large household bill:,,,,,,,,
EC129,% increase/-decrease,,,,,,,,
DC12,Monthly Account for Household - Middle Income Range,,,,,,,,
DC12,Rates and services charges:,,,,,,,,
DC12,Property rates,,,,,,,,
DC12,Electricity: Basic levy,,,,,,,,
DC12,Electricity: Consumption,,,,,,,,
DC12,Water: Basic levy,46.00 ,46.00 ,48.00 ,55.06 ,55.06 ,58.36 ,61.86 ,65.57 
DC12,Water: Consumption,161.36 ,161.36 ,171.22 ,196.39 ,196.39 ,208.17 ,220.66 ,233.90 
DC12,Sanitation,163.00 ,163.00 ,173.00 ,198.43 ,198.43 ,210.34 ,222.96 ,236.33 
DC12,Refuse removal,,,,,,,,
DC12,Other,18.91 ,18.91 ,20.07 ,23.02 ,23.02 ,24.40 ,25.87 ,27.42 
DC12,sub-total,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,VAT on Services,,,,,,,,
DC12,Total large household bill:,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,% increase/-decrease,,,5.91 ,14.70 ,,6.00 ,6.00 ,6.00 
DC12,Monthly Account for Household - Affordable Range,,,,,,,,
DC12,Rates and services charges:,,,,,,,,
DC12,Property rates,,,,,,,,
DC12,Electricity: Basic levy,,,,,,,,
DC12,Electricity: Consumption,,,,,,,,
DC12,Water: Basic levy,46.00 ,46.00 ,48.00 ,55.06 ,55.06 ,58.36 ,61.86 ,65.57 
DC12,Water: Consumption,161.36 ,161.36 ,171.22 ,196.39 ,196.39 ,208.17 ,220.66 ,233.90 
DC12,Sanitation,163.00 ,163.00 ,173.00 ,198.43 ,198.43 ,210.34 ,222.96 ,236.33 
DC12,Refuse removal,,,,,,,,
DC12,Other,18.91 ,18.91 ,20.07 ,23.02 ,23.02 ,24.40 ,25.87 ,27.42 
DC12,sub-total,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,VAT on Services,,,,,,,,
DC12,Total large household bill:,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,% increase/-decrease,,,5.91 ,14.70 ,,6.00 ,6.00 ,6.00 
DC12,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC12,Rates and services charges:,,,,,,,,
DC12,Property rates,,,,,,,,
DC12,Electricity: Basic levy,,,,,,,,
DC12,Electricity: Consumption,,,,,,,,
DC12,Water: Basic levy,46.00 ,46.00 ,48.00 ,55.06 ,55.06 ,58.36 ,61.86 ,65.57 
DC12,Water: Consumption,161.36 ,161.36 ,171.22 ,196.39 ,196.39 ,208.17 ,220.66 ,233.90 
DC12,Sanitation,163.00 ,163.00 ,173.00 ,198.43 ,198.43 ,210.34 ,222.96 ,236.33 
DC12,Refuse removal,,,,,,,,
DC12,Other,18.91 ,18.91 ,20.07 ,23.02 ,23.02 ,24.40 ,25.87 ,27.42 
DC12,sub-total,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,VAT on Services,,,,,,,,
DC12,Total large household bill:,389.27 ,389.27 ,412.29 ,472.90 ,472.90 ,501.27 ,531.35 ,563.23 
DC12,% increase/-decrease,,,5.91 ,14.70 ,,6.00 ,6.00 ,6.00 
EC131,Monthly Account for Household - Middle Income Range,,,,,,,,
EC131,Rates and services charges:,,,,,,,,
EC131,Property rates,352.00 ,387.20 ,410.00 ,420.00 ,420.00 ,443.52 ,467.47 ,492.71 
EC131,Electricity: Basic levy,103.00 ,116.00 ,124.00 ,127.00 ,127.00 ,134.11 ,141.35 ,148.99 
EC131,Electricity: Consumption,"1,643.14 ","1,643.14 ","1,643.14 ","1,657.00 ","1,657.00 ","1,749.79 ","1,844.28 ","1,943.87 "
EC131,Water: Basic levy,,,,,,,,
EC131,Water: Consumption,,,,,,,,
EC131,Sanitation,,,,,,,,
EC131,Refuse removal,99.00 ,116.00 ,127.60 ,130.00 ,130.00 ,137.28 ,144.69 ,152.51 
EC131,Other,,,,,,,,
EC131,sub-total,"2,197.14 ","2,262.34 ","2,304.74 ","2,334.00 ","2,334.00 ","2,464.70 ","2,597.80 ","2,738.08 "
EC131,VAT on Services,,,,,,,,
EC131,Total large household bill:,"2,197.14 ","2,262.34 ","2,304.74 ","2,334.00 ","2,334.00 ","2,464.70 ","2,597.80 ","2,738.08 "
EC131,% increase/-decrease,,2.97 ,1.87 ,1.27 ,,5.60 ,5.40 ,5.40 
EC131,Monthly Account for Household - Affordable Range,,,,,,,,
EC131,Rates and services charges:,,,,,,,,
EC131,Property rates,,,,664.00 ,664.00 ,701.18 ,"7,390.48 ","7,789.57 "
EC131,Electricity: Basic levy,,,,127.00 ,127.00 ,134.11 ,"1,413.54 ","1,489.87 "
EC131,Electricity: Consumption,,,,953.00 ,953.00 ,"1,006.37 ","10,607.12 ","11,179.90 "
EC131,Water: Basic levy,,,,,,,,
EC131,Water: Consumption,,,,,,,,
EC131,Sanitation,,,,,,,,
EC131,Refuse removal,99.00 ,116.00 ,127.60 ,130.00 ,,137.28 ,"1,446.93 ","1,525.07 "
EC131,Other,,,,,,,,
EC131,sub-total,99.00 ,116.00 ,127.60 ,"1,874.00 ","1,744.00 ","1,978.94 ","20,858.07 ","21,984.41 "
EC131,VAT on Services,,,,,,,,
EC131,Total large household bill:,99.00 ,116.00 ,127.60 ,"1,874.00 ","1,744.00 ","1,978.94 ","20,858.07 ","21,984.41 "
EC131,% increase/-decrease,,17.17 ,10.00 ,"1,368.65 ",(6.94),13.47 ,954.00 ,5.40 
EC131,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC131,Rates and services charges:,,,,,,,,
EC131,Property rates,,,,38.00 ,38.00 ,40.13 ,42.29 ,44.58 
EC131,Electricity: Basic levy,103.00 ,116.00 ,124.00 ,50.00 ,50.00 ,52.80 ,55.65 ,58.66 
EC131,Electricity: Consumption,,,,,,,,
EC131,Water: Basic levy,,,,,,,,
EC131,Water: Consumption,,,,,,,,
EC131,Sanitation,,,,,,,,
EC131,Refuse removal,99.00 ,116.00 ,127.60 ,130.00 ,130.00 ,137.28 ,144.69 ,152.51 
EC131,Other,,,,,,,,
EC131,sub-total,202.00 ,232.00 ,251.60 ,218.00 ,218.00 ,230.21 ,242.64 ,255.74 
EC131,VAT on Services,,,,,,,,
EC131,Total large household bill:,202.00 ,232.00 ,251.60 ,218.00 ,218.00 ,230.21 ,242.64 ,255.74 
EC131,% increase/-decrease,,14.85 ,8.45 ,(13.35),,5.60 ,5.40 ,5.40 
EC135,Monthly Account for Household - Middle Income Range,,,,,,,,
EC135,Rates and services charges:,,,,,,,,
EC135,Property rates,,,,,,,,
EC135,Electricity: Basic levy,,,,,,,,
EC135,Electricity: Consumption,,,,,,,,
EC135,Water: Basic levy,,,,,,,,
EC135,Water: Consumption,,,,,,,,
EC135,Sanitation,,,,,,,,
EC135,Refuse removal,,,,,,,,
EC135,Other,,,,,,,,
EC135,sub-total,,,,,,,,
EC135,VAT on Services,,,,,,,,
EC135,Total large household bill:,,,,,,,,
EC135,% increase/-decrease,,,,,,,,
EC135,Monthly Account for Household - Affordable Range,,,,,,,,
EC135,Rates and services charges:,,,,,,,,
EC135,Property rates,,,,,,,,
EC135,Electricity: Basic levy,,,,,,,,
EC135,Electricity: Consumption,,,,,,,,
EC135,Water: Basic levy,,,,,,,,
EC135,Water: Consumption,,,,,,,,
EC135,Sanitation,,,,,,,,
EC135,Refuse removal,,,,,,,,
EC135,Other,,,,,,,,
EC135,sub-total,,,,,,,,
EC135,VAT on Services,,,,,,,,
EC135,Total large household bill:,,,,,,,,
EC135,% increase/-decrease,,,,,,,,
EC135,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC135,Rates and services charges:,,,,,,,,
EC135,Property rates,,,,,,,,
EC135,Electricity: Basic levy,,,,,,,,
EC135,Electricity: Consumption,,,,,,,,
EC135,Water: Basic levy,,,,,,,,
EC135,Water: Consumption,,,,,,,,
EC135,Sanitation,,,,,,,,
EC135,Refuse removal,,,,,,,,
EC135,Other,,,,,,,,
EC135,sub-total,,,,,,,,
EC135,VAT on Services,,,,,,,,
EC135,Total large household bill:,,,,,,,,
EC135,% increase/-decrease,,,,,,,,
EC136,Monthly Account for Household - Middle Income Range,,,,,,,,
EC136,Rates and services charges:,,,,,,,,
EC136,Property rates,468.08 ,496.17 ,526.93 ,388.03 ,388.03 ,408.99 ,431.48 ,454.78 
EC136,Electricity: Basic levy,,,,,,,,
EC136,Electricity: Consumption,"1,370.00 ","1,449.71 ","1,474.17 ","1,605.45 ","1,605.45 ","1,815.28 ","1,915.12 ","2,018.54 "
EC136,Water: Basic levy,,,,,,,,
EC136,Water: Consumption,,,,,,,,
EC136,Sanitation,,,,,,,,
EC136,Refuse removal,70.55 ,74.78 ,79.42 ,107.65 ,107.65 ,120.57 ,132.63 ,145.89 
EC136,Other,,,,,,,,
EC136,sub-total,"1,908.63 ","2,020.66 ","2,080.52 ","2,101.13 ","2,101.13 ","2,344.84 ","2,479.23 ","2,619.21 "
EC136,VAT on Services,,,,,,,,
EC136,Total large household bill:,"1,908.63 ","2,020.66 ","2,080.52 ","2,101.13 ","2,101.13 ","2,344.84 ","2,479.23 ","2,619.21 "
EC136,% increase/-decrease,,5.87 ,2.96 ,.99 ,,11.60 ,5.73 ,5.65 
EC136,Monthly Account for Household - Affordable Range,,,,,,,,
EC136,Rates and services charges:,,,,,,,,
EC136,Property rates,331.42 ,351.30 ,373.08 ,274.74 ,274.74 ,289.57 ,305.50 ,322.00 
EC136,Electricity: Basic levy,,,,,,,,
EC136,Electricity: Consumption,565.00 ,601.71 ,612.61 ,661.55 ,661.55 ,748.01 ,789.15 ,831.77 
EC136,Water: Basic levy,,,,,,,,
EC136,Water: Consumption,,,,,,,,
EC136,Sanitation,,,,,,,,
EC136,Refuse removal,70.55 ,74.78 ,79.42 ,107.65 ,107.65 ,120.57 ,132.63 ,145.89 
EC136,Other,,,,,,,,
EC136,sub-total,966.97 ,"1,027.80 ","1,065.12 ","1,043.94 ","1,043.94 ","1,158.16 ","1,227.28 ","1,299.66 "
EC136,VAT on Services,,,,,,,,
EC136,Total large household bill:,966.97 ,"1,027.80 ","1,065.12 ","1,043.94 ","1,043.94 ","1,158.16 ","1,227.28 ","1,299.66 "
EC136,% increase/-decrease,,6.29 ,3.63 ,(1.99),,10.94 ,5.97 ,5.90 
EC136,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC136,Rates and services charges:,,,,,,,,
EC136,Property rates,184.50 ,195.57 ,207.70 ,124.62 ,124.62 ,131.35 ,138.58 ,146.06 
EC136,Electricity: Basic levy,,,,,,,,
EC136,Electricity: Consumption,301.50 ,323.76 ,330.08 ,352.65 ,352.65 ,398.74 ,420.67 ,443.38 
EC136,Water: Basic levy,,,,,,,,
EC136,Water: Consumption,,,,,,,,
EC136,Sanitation,,,,,,,,
EC136,Refuse removal,,,,,,,,
EC136,Other,,,,,,,,
EC136,sub-total,486.00 ,519.33 ,537.78 ,477.27 ,477.27 ,530.09 ,559.25 ,589.45 
EC136,VAT on Services,,,,,,,,
EC136,Total large household bill:,486.00 ,519.33 ,537.78 ,477.27 ,477.27 ,530.09 ,559.25 ,589.45 
EC136,% increase/-decrease,,6.86 ,3.55 ,(11.25),,11.07 ,5.50 ,5.40 
EC137,Monthly Account for Household - Middle Income Range,,,,,,,,
EC137,Rates and services charges:,,,,,,,,
EC137,Property rates,,.01 ,.01 ,.01 ,.01 ,"4,503,299.30 ","4,746,477.46 ","5,002,787.25 "
