Geography,Financial Year,Budget Phase,Class,Total,Percent Increase
EC136,2018/19,Original Budget,Middle Income Range,2101.13,0.99
EC136,2018/19,Adjusted Budget,Middle Income Range,2101.13,
EC136,2019/20,Budget Year,Middle Income Range,2344.84,11.6
EC136,2020/21,Budget Year,Middle Income Range,2479.23,5.73
EC136,2021/22,Budget Year,Middle Income Range,2619.21,5.65
EC136,2015/16,Audited Outcome,Affordable Range,966.97,
EC136,2016/17,Audited Outcome,Affordable Range,1027.8,6.29
EC136,2017/18,Audited Outcome,Affordable Range,1065.12,3.63
EC136,2018/19,Original Budget,Affordable Range,1043.94,-1.99
EC136,2018/19,Adjusted Budget,Affordable Range,1043.94,
EC136,2019/20,Budget Year,Affordable Range,1158.16,10.94
EC136,2020/21,Budget Year,Affordable Range,1227.28,5.97
EC136,2021/22,Budget Year,Affordable Range,1299.66,5.9
EC136,2015/16,Audited Outcome,Indigent HH receiving FBS,486.0,
EC136,2016/17,Audited Outcome,Indigent HH receiving FBS,519.33,6.86
EC136,2017/18,Audited Outcome,Indigent HH receiving FBS,537.78,3.55
EC136,2018/19,Original Budget,Indigent HH receiving FBS,477.27,-11.25
EC136,2018/19,Adjusted Budget,Indigent HH receiving FBS,477.27,
EC136,2019/20,Budget Year,Indigent HH receiving FBS,530.09,11.07
EC136,2020/21,Budget Year,Indigent HH receiving FBS,559.25,5.5
EC136,2021/22,Budget Year,Indigent HH receiving FBS,589.45,5.4
EC137,2015/16,Audited Outcome,Middle Income Range,289.57,
EC137,2016/17,Audited Outcome,Middle Income Range,644.01,122.4
EC137,2017/18,Audited Outcome,Middle Income Range,740.01,14.91
EC137,2018/19,Original Budget,Middle Income Range,740.01,
EC137,2018/19,Adjusted Budget,Middle Income Range,740.01,
EC137,2019/20,Budget Year,Middle Income Range,4503299.3,2274393485.86
EC137,2020/21,Budget Year,Middle Income Range,4746477.46,5.4
EC137,2021/22,Budget Year,Middle Income Range,5002787.25,5.4
EC137,2015/16,Audited Outcome,Affordable Range,289.57,
EC137,2016/17,Audited Outcome,Affordable Range,644.01,122.4
EC137,2017/18,Audited Outcome,Affordable Range,740.01,14.91
EC137,2018/19,Original Budget,Affordable Range,740.01,
EC137,2018/19,Adjusted Budget,Affordable Range,740.01,
EC137,2019/20,Budget Year,Affordable Range,0.18,-10.32
EC137,2020/21,Budget Year,Affordable Range,0.19,5.8
EC137,2021/22,Budget Year,Affordable Range,0.2,5.43
EC137,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC137,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC137,2017/18,Audited Outcome,Indigent HH receiving FBS,,
EC137,2018/19,Original Budget,Indigent HH receiving FBS,,
EC137,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
EC137,2019/20,Budget Year,Indigent HH receiving FBS,,
EC137,2020/21,Budget Year,Indigent HH receiving FBS,,
EC137,2021/22,Budget Year,Indigent HH receiving FBS,,
EC138,2015/16,Audited Outcome,Middle Income Range,,
EC138,2016/17,Audited Outcome,Middle Income Range,,
EC138,2017/18,Audited Outcome,Middle Income Range,,
EC138,2018/19,Original Budget,Middle Income Range,,
EC138,2018/19,Adjusted Budget,Middle Income Range,,
EC138,2019/20,Budget Year,Middle Income Range,,
EC138,2020/21,Budget Year,Middle Income Range,,
EC138,2021/22,Budget Year,Middle Income Range,,
EC138,2015/16,Audited Outcome,Affordable Range,,
EC138,2016/17,Audited Outcome,Affordable Range,,
EC138,2017/18,Audited Outcome,Affordable Range,,
EC138,2018/19,Original Budget,Affordable Range,,
EC138,2018/19,Adjusted Budget,Affordable Range,,
EC138,2019/20,Budget Year,Affordable Range,,
EC138,2020/21,Budget Year,Affordable Range,,
EC138,2021/22,Budget Year,Affordable Range,,
EC138,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC138,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC138,2017/18,Audited Outcome,Indigent HH receiving FBS,,
EC138,2018/19,Original Budget,Indigent HH receiving FBS,,
EC138,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
EC138,2019/20,Budget Year,Indigent HH receiving FBS,,
EC138,2020/21,Budget Year,Indigent HH receiving FBS,,
EC138,2021/22,Budget Year,Indigent HH receiving FBS,,
EC139,2015/16,Audited Outcome,Middle Income Range,,
EC139,2016/17,Audited Outcome,Middle Income Range,2833.35,
EC139,2017/18,Audited Outcome,Middle Income Range,2932.32,3.49
EC139,2018/19,Original Budget,Middle Income Range,3125.31,6.58
EC139,2018/19,Adjusted Budget,Middle Income Range,3125.31,
EC139,2019/20,Budget Year,Middle Income Range,3378.14,8.09
EC139,2020/21,Budget Year,Middle Income Range,3378.14,
EC139,2021/22,Budget Year,Middle Income Range,3378.14,
EC139,2015/16,Audited Outcome,Affordable Range,,
EC139,2016/17,Audited Outcome,Affordable Range,1109.01,
EC139,2017/18,Audited Outcome,Affordable Range,1149.71,3.67
EC139,2018/19,Original Budget,Affordable Range,1224.05,6.47
EC139,2018/19,Adjusted Budget,Affordable Range,1224.05,
EC139,2019/20,Budget Year,Affordable Range,1319.57,7.8
EC139,2020/21,Budget Year,Affordable Range,1319.57,
EC139,2021/22,Budget Year,Affordable Range,1319.57,
EC139,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC139,2016/17,Audited Outcome,Indigent HH receiving FBS,665.8,
EC139,2017/18,Audited Outcome,Indigent HH receiving FBS,686.13,3.05
EC139,2018/19,Original Budget,Indigent HH receiving FBS,733.25,6.87
EC139,2018/19,Adjusted Budget,Indigent HH receiving FBS,733.25,
EC139,2019/20,Budget Year,Indigent HH receiving FBS,807.17,10.08
EC139,2020/21,Budget Year,Indigent HH receiving FBS,807.17,
EC139,2021/22,Budget Year,Indigent HH receiving FBS,807.17,
DC13,2015/16,Audited Outcome,Middle Income Range,,
DC13,2016/17,Audited Outcome,Middle Income Range,386.3,
DC13,2017/18,Audited Outcome,Middle Income Range,,-100.0
DC13,2018/19,Original Budget,Middle Income Range,454.52,
DC13,2018/19,Adjusted Budget,Middle Income Range,454.52,
DC13,2019/20,Budget Year,Middle Income Range,485.93,
DC13,2020/21,Budget Year,Middle Income Range,515.09,6.0
DC13,2021/22,Budget Year,Middle Income Range,545.99,6.0
DC13,2015/16,Audited Outcome,Affordable Range,,
DC13,2016/17,Audited Outcome,Affordable Range,324.94,
DC13,2017/18,Audited Outcome,Affordable Range,,-100.0
DC13,2018/19,Original Budget,Affordable Range,454.52,
DC13,2018/19,Adjusted Budget,Affordable Range,454.52,
DC13,2019/20,Budget Year,Affordable Range,416.28,
DC13,2020/21,Budget Year,Affordable Range,441.26,6.0
DC13,2021/22,Budget Year,Affordable Range,467.73,6.0
DC13,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC13,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC13,2017/18,Audited Outcome,Indigent HH receiving FBS,188.04,
DC13,2018/19,Original Budget,Indigent HH receiving FBS,,-100.0
DC13,2018/19,Adjusted Budget,Indigent HH receiving FBS,207.39,
DC13,2019/20,Budget Year,Indigent HH receiving FBS,227.21,9.56
DC13,2020/21,Budget Year,Indigent HH receiving FBS,240.84,6.0
DC13,2021/22,Budget Year,Indigent HH receiving FBS,255.29,6.0
EC141,2015/16,Audited Outcome,Middle Income Range,23143.45,
EC141,2016/17,Audited Outcome,Middle Income Range,28262.35,22.12
EC141,2017/18,Audited Outcome,Middle Income Range,29168.49,3.21
EC141,2018/19,Original Budget,Middle Income Range,31703.51,8.69
EC141,2018/19,Adjusted Budget,Middle Income Range,31703.51,
EC141,2019/20,Budget Year,Middle Income Range,2824.06,-91.09
EC141,2020/21,Budget Year,Middle Income Range,2976.56,5.4
EC141,2021/22,Budget Year,Middle Income Range,3137.29,5.4
EC141,2015/16,Audited Outcome,Affordable Range,12192.65,
EC141,2016/17,Audited Outcome,Affordable Range,16690.48,36.89
EC141,2017/18,Audited Outcome,Affordable Range,17320.9,3.78
EC141,2018/19,Original Budget,Affordable Range,18943.5,9.37
EC141,2018/19,Adjusted Budget,Affordable Range,18943.5,
EC141,2019/20,Budget Year,Affordable Range,1691.79,-91.07
EC141,2020/21,Budget Year,Affordable Range,1783.15,5.4
EC141,2021/22,Budget Year,Affordable Range,1879.44,5.4
EC141,2015/16,Audited Outcome,Indigent HH receiving FBS,9907.4,
EC141,2016/17,Audited Outcome,Indigent HH receiving FBS,9480.53,-4.31
EC141,2017/18,Audited Outcome,Indigent HH receiving FBS,9819.93,3.58
EC141,2018/19,Original Budget,Indigent HH receiving FBS,10451.77,6.43
EC141,2018/19,Adjusted Budget,Indigent HH receiving FBS,10451.77,
EC141,2019/20,Budget Year,Indigent HH receiving FBS,934.42,-91.06
EC141,2020/21,Budget Year,Indigent HH receiving FBS,984.88,5.4
EC141,2021/22,Budget Year,Indigent HH receiving FBS,1038.06,5.4
EC142,2015/16,Audited Outcome,Middle Income Range,2888.03,
EC142,2016/17,Audited Outcome,Middle Income Range,3095.35,7.18
EC142,2017/18,Audited Outcome,Middle Income Range,3189.03,3.03
EC142,2018/19,Original Budget,Middle Income Range,3375.9,5.86
EC142,2018/19,Adjusted Budget,Middle Income Range,3375.9,
EC142,2019/20,Budget Year,Middle Income Range,3635.93,7.7
EC142,2020/21,Budget Year,Middle Income Range,3926.81,8.0
EC142,2021/22,Budget Year,Middle Income Range,4280.22,9.0
EC142,2015/16,Audited Outcome,Affordable Range,1278.72,
EC142,2016/17,Audited Outcome,Affordable Range,1371.71,7.27
EC142,2017/18,Audited Outcome,Affordable Range,1410.03,2.79
EC142,2018/19,Original Budget,Affordable Range,1494.63,6.0
EC142,2018/19,Adjusted Budget,Affordable Range,1494.63,
EC142,2019/20,Budget Year,Affordable Range,1617.67,8.23
EC142,2020/21,Budget Year,Affordable Range,1747.08,8.0
EC142,2021/22,Budget Year,Affordable Range,1904.32,9.0
EC142,2015/16,Audited Outcome,Indigent HH receiving FBS,562.89,
EC142,2016/17,Audited Outcome,Indigent HH receiving FBS,602.16,6.98
EC142,2017/18,Audited Outcome,Indigent HH receiving FBS,623.42,3.53
EC142,2018/19,Original Budget,Indigent HH receiving FBS,660.83,6.0
EC142,2018/19,Adjusted Budget,Indigent HH receiving FBS,660.83,
EC142,2019/20,Budget Year,Indigent HH receiving FBS,709.93,7.43
EC142,2020/21,Budget Year,Indigent HH receiving FBS,766.73,8.0
EC142,2021/22,Budget Year,Indigent HH receiving FBS,835.73,9.0
EC145,2015/16,Audited Outcome,Middle Income Range,,
EC145,2016/17,Audited Outcome,Middle Income Range,,
EC145,2017/18,Audited Outcome,Middle Income Range,2305.85,
EC145,2018/19,Original Budget,Middle Income Range,2575.59,11.7
EC145,2018/19,Adjusted Budget,Middle Income Range,2575.59,
EC145,2019/20,Budget Year,Middle Income Range,2866.66,11.3
EC145,2020/21,Budget Year,Middle Income Range,3038.66,6.0
EC145,2021/22,Budget Year,Middle Income Range,3220.97,6.0
EC145,2015/16,Audited Outcome,Affordable Range,,
EC145,2016/17,Audited Outcome,Affordable Range,,
EC145,2017/18,Audited Outcome,Affordable Range,1159.67,
EC145,2018/19,Original Budget,Affordable Range,1296.18,11.77
EC145,2018/19,Adjusted Budget,Affordable Range,1296.18,
EC145,2019/20,Budget Year,Affordable Range,1436.78,10.85
EC145,2020/21,Budget Year,Affordable Range,1522.99,6.0
EC145,2021/22,Budget Year,Affordable Range,1614.37,6.0
EC145,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC145,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC145,2017/18,Audited Outcome,Indigent HH receiving FBS,603.84,
EC145,2018/19,Original Budget,Indigent HH receiving FBS,673.28,11.5
EC145,2018/19,Adjusted Budget,Indigent HH receiving FBS,673.28,
EC145,2019/20,Budget Year,Indigent HH receiving FBS,638.97,-5.1
EC145,2020/21,Budget Year,Indigent HH receiving FBS,677.31,6.0
EC145,2021/22,Budget Year,Indigent HH receiving FBS,717.95,6.0
DC14,2015/16,Audited Outcome,Middle Income Range,,
DC14,2016/17,Audited Outcome,Middle Income Range,,
DC14,2017/18,Audited Outcome,Middle Income Range,,
DC14,2018/19,Original Budget,Middle Income Range,,
DC14,2018/19,Adjusted Budget,Middle Income Range,,
DC14,2019/20,Budget Year,Middle Income Range,455.49,
DC14,2020/21,Budget Year,Middle Income Range,482.82,6.0
DC14,2021/22,Budget Year,Middle Income Range,511.79,6.0
DC14,2015/16,Audited Outcome,Affordable Range,,
DC14,2016/17,Audited Outcome,Affordable Range,,
DC14,2017/18,Audited Outcome,Affordable Range,,
DC14,2018/19,Original Budget,Affordable Range,,
DC14,2018/19,Adjusted Budget,Affordable Range,,
DC14,2019/20,Budget Year,Affordable Range,391.66,
DC14,2020/21,Budget Year,Affordable Range,415.16,6.0
DC14,2021/22,Budget Year,Affordable Range,440.07,6.0
DC14,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC14,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC14,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC14,2018/19,Original Budget,Indigent HH receiving FBS,,
DC14,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC14,2019/20,Budget Year,Indigent HH receiving FBS,3570.54,
DC14,2020/21,Budget Year,Indigent HH receiving FBS,3784.78,6.0
DC14,2021/22,Budget Year,Indigent HH receiving FBS,4011.86,6.0
EC154,2015/16,Audited Outcome,Middle Income Range,7496748.0,
EC154,2016/17,Audited Outcome,Middle Income Range,8790521.0,17.26
EC154,2017/18,Audited Outcome,Middle Income Range,9617140.0,9.4
EC154,2018/19,Original Budget,Middle Income Range,9416000.0,-2.09
EC154,2018/19,Adjusted Budget,Middle Income Range,7416000.0,-21.24
EC154,2019/20,Budget Year,Middle Income Range,9905632.0,33.57
EC154,2020/21,Budget Year,Middle Income Range,10440536.13,5.4
EC154,2021/22,Budget Year,Middle Income Range,11004325.08,5.4
EC154,2015/16,Audited Outcome,Affordable Range,,
EC154,2016/17,Audited Outcome,Affordable Range,,
EC154,2017/18,Audited Outcome,Affordable Range,,
EC154,2018/19,Original Budget,Affordable Range,,
EC154,2018/19,Adjusted Budget,Affordable Range,,
EC154,2019/20,Budget Year,Affordable Range,,
EC154,2020/21,Budget Year,Affordable Range,,
EC154,2021/22,Budget Year,Affordable Range,,
EC154,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC154,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC154,2017/18,Audited Outcome,Indigent HH receiving FBS,,
EC154,2018/19,Original Budget,Indigent HH receiving FBS,,
EC154,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
EC154,2019/20,Budget Year,Indigent HH receiving FBS,,
EC154,2020/21,Budget Year,Indigent HH receiving FBS,,
EC154,2021/22,Budget Year,Indigent HH receiving FBS,,
EC155,2015/16,Audited Outcome,Middle Income Range,5805000.0,
EC155,2016/17,Audited Outcome,Middle Income Range,5928000.0,2.12
EC155,2017/18,Audited Outcome,Middle Income Range,5960885.0,0.55
EC155,2018/19,Original Budget,Middle Income Range,7631366.0,28.02
EC155,2018/19,Adjusted Budget,Middle Income Range,11137486.0,45.94
EC155,2019/20,Budget Year,Middle Income Range,15059733.0,35.22
EC155,2020/21,Budget Year,Middle Income Range,16097725.0,6.89
EC155,2021/22,Budget Year,Middle Income Range,17061979.0,5.99
EC155,2015/16,Audited Outcome,Affordable Range,,
EC155,2016/17,Audited Outcome,Affordable Range,,
EC155,2017/18,Audited Outcome,Affordable Range,,
EC155,2018/19,Original Budget,Affordable Range,,
EC155,2018/19,Adjusted Budget,Affordable Range,,
EC155,2019/20,Budget Year,Affordable Range,,
EC155,2020/21,Budget Year,Affordable Range,,
EC155,2021/22,Budget Year,Affordable Range,,
EC155,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC155,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC155,2017/18,Audited Outcome,Indigent HH receiving FBS,,
EC155,2018/19,Original Budget,Indigent HH receiving FBS,,
EC155,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
EC155,2019/20,Budget Year,Indigent HH receiving FBS,,
EC155,2020/21,Budget Year,Indigent HH receiving FBS,,
EC155,2021/22,Budget Year,Indigent HH receiving FBS,,
EC156,2015/16,Audited Outcome,Middle Income Range,,
EC156,2016/17,Audited Outcome,Middle Income Range,,
EC156,2017/18,Audited Outcome,Middle Income Range,,
EC156,2018/19,Original Budget,Middle Income Range,,
EC156,2018/19,Adjusted Budget,Middle Income Range,,
EC156,2019/20,Budget Year,Middle Income Range,,
EC156,2020/21,Budget Year,Middle Income Range,,
EC156,2021/22,Budget Year,Middle Income Range,,
EC156,2015/16,Audited Outcome,Affordable Range,,
EC156,2016/17,Audited Outcome,Affordable Range,,
EC156,2017/18,Audited Outcome,Affordable Range,,
EC156,2018/19,Original Budget,Affordable Range,,
EC156,2018/19,Adjusted Budget,Affordable Range,,
EC156,2019/20,Budget Year,Affordable Range,,
EC156,2020/21,Budget Year,Affordable Range,,
EC156,2021/22,Budget Year,Affordable Range,,
EC156,2015/16,Audited Outcome,Indigent HH receiving FBS,,
EC156,2016/17,Audited Outcome,Indigent HH receiving FBS,,
EC156,2017/18,Audited Outcome,Indigent HH receiving FBS,,
EC156,2018/19,Original Budget,Indigent HH receiving FBS,,
EC156,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
EC156,2019/20,Budget Year,Indigent HH receiving FBS,,
EC156,2020/21,Budget Year,Indigent HH receiving FBS,,
EC156,2021/22,Budget Year,Indigent HH receiving FBS,,
EC157,2015/16,Audited Outcome,Middle Income Range,1712.6,
EC157,2016/17,Audited Outcome,Middle Income Range,1712.6,
EC157,2017/18,Audited Outcome,Middle Income Range,1726.35,0.8
EC157,2018/19,Original Budget,Middle Income Range,1842.47,6.73
EC157,2018/19,Adjusted Budget,Middle Income Range,1842.47,
EC157,2019/20,Budget Year,Middle Income Range,1953.02,6.0
EC157,2020/21,Budget Year,Middle Income Range,2058.48,5.4
EC157,2021/22,Budget Year,Middle Income Range,2169.64,5.4
EC157,2015/16,Audited Outcome,Affordable Range,876.44,
EC157,2016/17,Audited Outcome,Affordable Range,876.44,
EC157,2017/18,Audited Outcome,Affordable Range,890.19,1.57
EC157,2018/19,Original Budget,Affordable Range,935.19,5.06
EC157,2018/19,Adjusted Budget,Affordable Range,949.9,1.57
EC157,2019/20,Budget Year,Affordable Range,1057.78,6.0
EC157,2020/21,Budget Year,Affordable Range,1114.9,5.4
EC157,2021/22,Budget Year,Affordable Range,1175.11,5.4
EC157,2015/16,Audited Outcome,Indigent HH receiving FBS,296.44,
EC157,2016/17,Audited Outcome,Indigent HH receiving FBS,296.44,
EC157,2017/18,Audited Outcome,Indigent HH receiving FBS,310.19,4.64
EC157,2018/19,Original Budget,Indigent HH receiving FBS,310.19,
EC157,2018/19,Adjusted Budget,Indigent HH receiving FBS,310.19,
EC157,2019/20,Budget Year,Indigent HH receiving FBS,328.8,6.0
EC157,2020/21,Budget Year,Indigent HH receiving FBS,346.56,5.4
EC157,2021/22,Budget Year,Indigent HH receiving FBS,365.27,5.4
DC15,2015/16,Audited Outcome,Middle Income Range,117.15,
DC15,2016/17,Audited Outcome,Middle Income Range,124.19,6.01
DC15,2017/18,Audited Outcome,Middle Income Range,131.65,6.0
DC15,2018/19,Original Budget,Middle Income Range,141.85,7.75
DC15,2018/19,Adjusted Budget,Middle Income Range,141.85,
DC15,2019/20,Budget Year,Middle Income Range,150.36,6.0
DC15,2020/21,Budget Year,Middle Income Range,159.38,6.0
DC15,2021/22,Budget Year,Middle Income Range,168.95,6.0
DC15,2015/16,Audited Outcome,Affordable Range,117.15,
DC15,2016/17,Audited Outcome,Affordable Range,124.19,6.01
DC15,2017/18,Audited Outcome,Affordable Range,131.65,6.0
DC15,2018/19,Original Budget,Affordable Range,139.54,6.0
DC15,2018/19,Adjusted Budget,Affordable Range,139.54,
DC15,2019/20,Budget Year,Affordable Range,147.91,6.0
DC15,2020/21,Budget Year,Affordable Range,156.79,6.0
DC15,2021/22,Budget Year,Affordable Range,166.19,6.0
DC15,2015/16,Audited Outcome,Indigent HH receiving FBS,116.39,
DC15,2016/17,Audited Outcome,Indigent HH receiving FBS,123.39,6.01
DC15,2017/18,Audited Outcome,Indigent HH receiving FBS,130.79,6.0
DC15,2018/19,Original Budget,Indigent HH receiving FBS,138.61,5.98
DC15,2018/19,Adjusted Budget,Indigent HH receiving FBS,138.61,
DC15,2019/20,Budget Year,Indigent HH receiving FBS,146.93,6.0
DC15,2020/21,Budget Year,Indigent HH receiving FBS,155.74,6.0
DC15,2021/22,Budget Year,Indigent HH receiving FBS,165.09,6.0
EC441,2015/16,Audited Outcome,Middle Income Range,1144.28,
EC441,2016/17,Audited Outcome,Middle Income Range,1201.49,5.0
EC441,2017/18,Audited Outcome,Middle Income Range,1349.0,12.28
EC441,2018/19,Original Budget,Middle Income Range,1349.0,
EC441,2018/19,Adjusted Budget,Middle Income Range,1349.0,
